,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
373,0x167cc,CUS_0x1766,March,raden Reddalld,14,#F%$D@*&8,Teacher,17849.0,1490.416666666667,6,6,15,7_,"Home Equity Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Personal Loan, Personal Loan, and Not Specified",19,25,25.44,15.0,Bad,4522.59,24.181472101946444,10 Years and 0 Months,Yes,88.00557838056602,65.03681470862449,High_spent_Small_value_payments,255.99927357747615,Standard
374,0x21fdf,CUS_0xb87d,February,Alexs,50_,586-20-2678,Mechanic,40671.27,3476.2725,2,5,9,3,"Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",3,3,5.21,2.0,Good,467.7,28.495913667423444,26 Years and 10 Months,No,92.71316837394748,29.536895604212262,High_spent_Large_value_payments,465.37718602184026,Good
375,0x1f044,CUS_0x77b5,July,Kimq,39,008-70-2637,Media_Manager,107991.54,8763.295,1,3,1,1_,Debt Consolidation Loan,-1,,7.4,4.0,Good,1163.93,38.87463173334034,32 Years and 2 Months,NM,68.64103884295949,327.9828078186016,High_spent_Medium_value_payments,729.705653338439,Standard
376,0x23c64,CUS_0xa88,July,"""Johnj",41,970-61-0555,Writer,94969.56,7959.13,8,5,6,4,"Home Equity Loan, Home Equity Loan, Auto Loan, and Payday Loan",16,8,4.2,5.0,Standard,1171.88,31.053058862233108,31 Years and 3 Months,No,224.9507259294737,205.84478162406785,High_spent_Large_value_payments,605.1174924464584,Standard
377,0x18614,CUS_0x112d,March,James Daveyt,22,774-29-5843,_______,14728.21,1480.3508333333332,10,9,31,5,"Payday Loan, Personal Loan, Not Specified, Not Specified, and Personal Loan",48,11,9.27,6.0,Standard,2390.37,29.518270322745614,16 Years and 6 Months,Yes,41.585651279547974,186.6261347997607,Low_spent_Small_value_payments,209.82329725402462,Poor
378,0x2480b,CUS_0x4b76,February,David Sheppardr,44,473-86-0855,Developer,20647.0,1714.583333333333,5,4,4,4,"Credit-Builder Loan, Not Specified, Personal Loan, and Credit-Builder Loan",24,8,11.25,0.0,_,1370.19,38.691428682243775,31 Years and 11 Months,No,75305.0,44.983914750795094,High_spent_Small_value_payments,320.9040134871878,Good
379,0x2aeb,CUS_0x5155,February,Terry Baynesh,27,082-20-7384,Teacher,62139.51,5089.2925,6,10,26,1106,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, Mortgage Loan, Personal Loan, and Payday Loan",57,26,24.24,8.0,Bad,2603.85,24.000448192761674,8 Years and 0 Months,Yes,342.2290731506656,__10000__,High_spent_Small_value_payments,228.845509800888,Standard
380,0x1da9a,CUS_0x3ec8,May,,37,477-64-2087,Media_Manager,62046.96,,6,6,20,2,"Mortgage Loan, and Mortgage Loan",10,8,15.42,6.0,Standard,1289.69,22.64901230096845,19 Years and 3 Months,Yes,94.57925252167942,524.8371298499551,Low_spent_Medium_value_payments,170.94161762836555,Standard
381,0x15d68,CUS_0x4d98,July,Slatern,28,969-41-1662,Entrepreneur,87416.52,7037.71,2,7,6,3,"Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",4,3,6.67,3.0,Good,814.52,25.653009508895543,18 Years and 1 Months,NM,151.85679759335918,238.2950739161346,High_spent_Medium_value_payments,563.6191284905063,Standard
382,0x1b41f,CUS_0x95b6,June,,53_,301-02-1316,Developer,30635.16,2658.93,3,7,4,0,,7,10,11.42,2.0,Good,675.52,28.60585074120628,17 Years and 3 Months,No,0.0,232.09483779337654,Low_spent_Medium_value_payments,313.79816220662343,Good
383,0x17829,CUS_0xbbbb,April,Jonathan Stempelg,53,398-87-9454,Journalist,18500.54,1425.7116666666668,2,3,4,3,"Auto Loan, Credit-Builder Loan, and Debt Consolidation Loan",3,5,1.98,3.0,Good,1153.0,36.489766415810415,25 Years and 1 Months,No,41.79325921333727,59.09017332949499,Low_spent_Small_value_payments,331.68773412383445,Good
384,0x1b85,CUS_0x5e17,August,Clarkew,33_,970-52-2075,Scientist,19795.52,1662.6266666666668,7,10,34,8,"Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan",14,21,22.79,15.0,Bad,3135.02,29.8848322848837,2 Years and 10 Months,Yes,130.47547071749042,176.07363706159992,Low_spent_Small_value_payments,149.71355888757637,Poor
385,0x16867,CUS_0xb814,February,Stuart Grudgingst,21,348-46-6179,Teacher,92519.61,,8,3,9,1,Personal Loan,7,12,19.74,5.0,Standard,62.82,30.66769383238225,11 Years and 8 Months,Yes,49.297747567432566,344.4558475515531,High_spent_Small_value_payments,610.1431548810142,Standard
386,0x9d65,CUS_0x416d,April,Caroline Valetkevitcho,37,573-33-2930,Media_Manager,44158.03,3733.835833333333,5,104,11,1,Mortgage Loan,13,3,0.3300000000000001,0.0,Good,1298.23,26.84024395077596,15 Years and 7 Months,No,30.46312346994444,78.19636760510245,High_spent_Medium_value_payments,514.7240922582863,Standard
387,0x23a0a,CUS_0x955d,May,Danield,18,388-86-0082,Scientist,9536.42,769.7016666666667,7,5,26,6,"Personal Loan, Student Loan, Not Specified, Home Equity Loan, Mortgage Loan, and Credit-Builder Loan",26,22,5.26,15.0,Bad,1298.56,36.28702768694812,,NM,37.09339740269709,,!@9#%8,240.19881779231952,Poor
388,0x13ce8,CUS_0x64b4,March,Georgew,49,553-99-2677,Doctor,88744.9,6628.270321393038,3,3,6,1,Auto Loan,11,11,0.97,3.0,Good,301.42,33.498588185023344,26 Years and 6 Months,No,592.7253982192112,157.8300325609799,High_spent_Large_value_payments,759.623414493437,Standard
389,0x5c22,CUS_0x753c,January,Vizcainoa,45,614-35-3519,Mechanic,34081.78,3076.148333333333,6,6,30,8,"Payday Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Student Loan, Credit-Builder Loan, and Student Loan",60,18,24.91,7.0,Bad,2612.33,35.076033997011685,7 Years and 5 Months,Yes,226.7818043148804,27.30985806863537,High_spent_Large_value_payments,293.5231709498176,Poor
390,0x20c4c,CUS_0x7d04,July,Valerie Volcovicin,18,790-42-5489,Journalist,58164.12,5046.01,6,7,5,0,,16,22,18.2,5.0,Standard,1075.84,23.774910627175487,33 Years and 7 Months,No,0.0,614.3904973022052,Low_spent_Small_value_payments,180.210502697795,Standard
391,0xf617,CUS_0x697d,June,Technology Correspondenty,21,096-94-6781,Writer,56971.5,4717.059450657643,7,7,17,3,"Not Specified, Debt Consolidation Loan, and Auto Loan",23,12,_,11.0,Standard,154.46,23.20158630689677,24 Years and 7 Months,Yes,264.05965801938663,205.9983564343657,High_spent_Medium_value_payments,394.1700348886062,Standard
392,0xc08b,CUS_0x8907,February,Poornimab,33,885-60-3879,Architect,163904.56,13468.713333333331,3,5,2,-100,,8,3,9.13,1.0,Good,29.82,41.216384535858005,15 Years and 11 Months,No,0.0,189.12686609977885,High_spent_Large_value_payments,1397.7444672335544,Good
393,0x2471e,CUS_0xb653,May,Shalal-Esam,42,447-22-1289,Writer,94663.59,8064.6325,5,4,5,1,Student Loan,18,14,14.18,7.0,Standard,296.19,33.175501501903035,22 Years and 1 Months,Yes,48.51645049325589,__10000__,!@9#%8,906.9016085644142,Poor
394,0x21b3b,CUS_0xa57,February,Krudyh,15,276-37-2086,_______,51461.4,4305.45,3,4,16,7,"Auto Loan, Student Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan",13,8,_,8.0,_,949.81,37.79247540997942,6 Years and 2 Months,Yes,298.89689948437626,279.90442436437473,Low_spent_Large_value_payments,121.743676151249,Standard
395,0x1d124,CUS_0x71b6,July,Saraho,27,916-03-3027,Architect,10667.73,,7,6,18,2,"Personal Loan, and Not Specified",14,9,_,2.0,Standard,556.11,34.94983522162954,25 Years and 1 Months,Yes,16.305809736297753,114.39704963522443,Low_spent_Small_value_payments,262.0948906284778,Standard
396,0x1d8b1,CUS_0xaeda,August,Gregl,37,745-72-3624,Media_Manager,55444.56,,10,7,17,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",40,17,2.73,12.0,Bad,1310.68,29.45589106989594,15 Years and 10 Months,Yes,171.90826771273657,__10000__,High_spent_Medium_value_payments,367.3137297516136,Poor
397,0x16ec0,CUS_0x1c89,July,Tanyab,17_,794-52-2242,_______,8723.565_,506.96375,10,10,33,9,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",45,25,16.6,11.0,Bad,4200.42,32.10533620957119,12 Years and 11 Months,Yes,45.16312883070099,65.35402260666626,Low_spent_Small_value_payments,230.1792235626328,Poor
398,0x1685b,CUS_0x1246,February,Vaughanl,32,609-30-7406,Entrepreneur,22188.45,,1,5,3,1,Auto Loan,22,4,3.87,3.0,_,1352.38,34.94096356716599,15 Years and 11 Months,No,10.011417582528251,83.98761479321284,Low_spent_Large_value_payments,376.60471762425885,Poor
399,0xcbce,CUS_0x5ede,May,N.o,27,881-30-7249,Architect,11610.355,790.5295833333333,7,5,16,2,"Credit-Builder Loan, and Auto Loan",24,16,19.27,7.0,Standard,196.64,35.95231643784969,,Yes,18.76794286026938,65.86181354194196,Low_spent_Medium_value_payments,274.42320193112204,Standard
400,0x1a8ff,CUS_0x2c7d,February,Kobzevad,30,677-10-1495,Mechanic,130293.36,10618.78,2,4,1,4,"Debt Consolidation Loan, Student Loan, Student Loan, and Credit-Builder Loan",10,8,11.32,2.0,Good,1243.13,36.777931661936506,19 Years and 4 Months,NM,392.8971261774402,424.4156462984856,Low_spent_Medium_value_payments,524.5652275240743,Good
401,0x2509e,CUS_0x5911,January,Jed Horowitzo,40,529-55-1041,Mechanic,7641.71,,10,6,18,5,"Payday Loan, Home Equity Loan, Mortgage Loan, Student Loan, and Personal Loan",51,21,19.73,12.0,Bad,4273.06,22.160533919546403,9 Years and 8 Months,Yes,29.29401702749149,23.96631278266918,!@9#%8,291.420586856506,Poor
402,0x587a,CUS_0x298e,January,Alistairm,34,196-66-1954,Musician,62636.06999999999,5099.6725,5,6,19,3,"Payday Loan, Credit-Builder Loan, and Mortgage Loan",33,12,17.52,3.0,Standard,1050.84,35.778703496367214,27 Years and 10 Months,Yes,98.02987292123558,201.89528278535252,High_spent_Medium_value_payments,460.0420942934119,Standard
403,0x166bc,CUS_0x68ee,July,Leahd,49,599-79-8361,Accountant,61614.9,5364.575,4,3,10,1,Mortgage Loan,7,4,8.17,8.0,Good,157.71,29.211331960944467,27 Years and 3 Months,No,44.42796300188768,__10000__,Low_spent_Small_value_payments,227.93079193386603,Standard
404,0x19a55,CUS_0x1bff,April,Anjuli Daviest,38_,057-88-5600,Accountant,19323.4,1749.2833333333335,10,5,18,8,"Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Not Specified, Home Equity Loan, and Auto Loan",48,15,23.02,7.0,Bad,3033.25,26.40991899570546,8 Years and 7 Months,Yes,99.10134677854631,56.75963615692668,High_spent_Medium_value_payments,269.0673503978604,Poor
405,0x68ca,CUS_0xc70d,January,Raymondw,17,281-36-9148,Scientist,17910.36,1521.53,5,7,15,6,"Credit-Builder Loan, Personal Loan, Not Specified, Not Specified, Student Loan, and Not Specified",21,,8.13,9.0,Standard,2577.05,31.03876291279521,9 Years and 7 Months,Yes,59.67444743144033,104.30654444831349,!@9#%8,278.1720081202462,Poor
406,0xb182,CUS_0x3d44,May,Walshn,28,534-16-1512,Media_Manager,23557.5,1797.125,7,1203,6,4,"Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",19,17,8.78,0.0,Standard,7.51,33.312470126859424,28 Years and 2 Months,No,41.417036028041785,85.72604162345911,High_spent_Small_value_payments,312.56942234849913,Standard
407,0x15136,CUS_0x8b18,May,Danielj,40,249-63-8554,Writer,61043.61,,9,5,30,6,"Auto Loan, Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, and Student Loan",51,16,27.17,17.0,Bad,2653.72,33.87203749657801,9 Years and 7 Months,Yes,235.4503798297704,68.20171246168574,High_spent_Medium_value_payments,451.6446577085438,Poor
408,0x242cf,CUS_0x574d,June,Sassardf,17_,#F%$D@*&8,Scientist,30410.33,2550.1941666666667,8,3,5,2,"Not Specified, and Not Specified",28,21,11.5,11.0,Standard,808.55,28.394793802548353,11 Years and 8 Months,Yes,46.08981911929367,120.68920135590244,Low_spent_Small_value_payments,378.24039619147055,Poor
409,0x2cb5,CUS_0x11d1,April,Jennifer Ablans,24,396-44-6161,Mechanic,11731.585,828.6320833333333,8,3,6,2,"Credit-Builder Loan, and Student Loan",15,10,7.48,2.0,_,289.73,27.564516312217144,18 Years and 10 Months,Yes,15.359696785723465,111.0034287013204,Low_spent_Small_value_payments,246.50008284628947,Standard
410,0x2f62,CUS_0x27fb,May,,40,410-50-2849,Manager,78477.18000000001,6412.765,4,5,16,2,"Auto Loan, and Credit-Builder Loan",6,19,7.35,1.0,Standard,1197.91,33.257484704581444,24 Years and 6 Months,Yes,123.31758684019528,535.9615148534156,Low_spent_Medium_value_payments,261.9973983063893,Standard
411,0x12679,CUS_0xb168,August,Goncalvesi,55,542-45-6915,Accountant,39323.54,3160.961666666666,4,1,10,3,"Not Specified, Credit-Builder Loan, and Not Specified",6,9,10.67,2082.0,Good,806.06,38.357436241225855,32 Years and 4 Months,No,81.21272918145134,79.4827730472666,!@9#%8,425.4006644379488,Good
412,0x3a1e,CUS_0x3435,May,Piersonb,17,845-16-5003,Lawyer,29840.22,2636.685,8,9,29,7,"Payday Loan, Payday Loan, Auto Loan, Not Specified, Personal Loan, Not Specified, and Personal Loan",20,25,27.19,1395.0,Bad,2716.57,40.065205762505286,2 Years and 5 Months,NM,114.66800983474224,57.624614806970044,High_spent_Medium_value_payments,341.3758753582877,Poor
413,0x372d,CUS_0xba1d,August,Zhou Xint,34,837-57-6588,Scientist,101462.63999999998,8633.22,4,3,8,2,"Payday Loan, and Not Specified",26,20,18.84,8.0,Standard,251.39,34.71862179274518,15 Years and 4 Months,Yes,113.9009359758624,,High_spent_Large_value_payments,894.2771757313153,Poor
414,0x19fc3,CUS_0x6998,February,Hamidq,28,199-62-5801,Accountant,68367.8,5436.316666666667,6,4,2,0,,14,18_,7.13,4.0,_,359.85,39.864089365414145,26 Years and 8 Months,No,0.0,73.16729571949394,High_spent_Medium_value_payments,720.4643709471727,Poor
415,0x8b1b,CUS_0x3d71,February,Kevins,37,133-11-8146,Media_Manager,128674.44,10551.87,1,7,2,0,,9,2,11.49,2.0,Good,930.71,40.05184062319364,24 Years and 0 Months,No,0.0,494.94959549625,!@9#%8,820.2374045037503,Poor
416,0xab73,CUS_0x3731,February,Sudip Kar-Guptah,35,322-33-0974,Accountant,70137.8,5901.8166666666675,2,5,9,1,Not Specified,20,12,-3.01,1893.0,Good,335.1,40.242837157531646,30 Years and 9 Months,No,48.24567140408328,140.30144549828398,!@9#%8,641.6345497642994,Poor
417,0x6ddd,CUS_0x716d,April,enm,54,226-32-8949,Musician,57652.54,4968.378333333333,0,7,5,1,Payday Loan,12,1199,11.95,2.0,Good,1401.5,23.885460425633784,30 Years and 5 Months,No,36.559939561081656,663.3965742902351,Low_spent_Small_value_payments,86.88131948201658,Good
418,0x1abc6,CUS_0x8237,May,,45,151-67-7572,Mechanic,84504.51,7135.0425,6,3,10,1,Personal Loan,14,17,2.29,0.0,Good,1273.32,39.68911415347139,17 Years and 11 Months,No,36.822939453780926,313.5294461601353,!@9#%8,623.1518643860837,Good
419,0x4c96,CUS_0x881c,May,Nick Careyp,23,248-08-6639,Writer,16803.61,1381.3008333333337,8,5,25,3,"Personal Loan, Student Loan, and Personal Loan",28,17,19.93,6.0,Standard,1664.82,35.844222748198,15 Years and 11 Months,Yes,22.365778122223645,45.85069411813898,Low_spent_Medium_value_payments,349.91361109297065,Standard
420,0xf6e1,CUS_0x4d0f,April,Malonem,29_,542-51-9266,Entrepreneur,14602.16,,10,8,33,7,"Payday Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Student Loan",46,20,18.02,8.0,Bad,4205.7,24.28297605947675,3 Years and 4 Months,Yes,80.65111898262793,19.30723046262818,High_spent_Medium_value_payments,272.32631722141053,Good
421,0x102fc,CUS_0x9ed1,July,Vikram Subhedarh,48,397-13-1501,_______,15641.73,,1,4,8,4,"Home Equity Loan, Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",2,4,11.73,3.0,Good,1429.18,35.303346798293745,21 Years and 10 Months,No,30.88270741777375,91.25462230957126,Low_spent_Large_value_payments,268.41042027265496,Good
422,0x1bd1a,CUS_0x5aac,January,Andrea Hopkinss,25,818-36-4343,Journalist,30385.56,2374.13,0,6,9,3,"Not Specified, Home Equity Loan, and Auto Loan",9,11,11.09,0.0,_,1444.1,35.97505353530197,30 Years and 7 Months,No,71.2615631000285,86.01964273556987,Low_spent_Small_value_payments,370.13179416440164,Standard
423,0x21944,CUS_0x25f1,March,,52,141-56-0639,Scientist,163083.08,13607.256666666664,3,2,8,1,Credit-Builder Loan,6,2,2.380000000000001,487.0,Good,799.18,34.92947141402641,31 Years and 0 Months,No,93.2489102152254,313.8549730044183,High_spent_Large_value_payments,1193.621783447023,Good
424,0x3b18,CUS_0x3708,March,Richardf,26,433-78-1443,Writer,59304.08,4694.006666666667,9,5,25,7,"Auto Loan, Auto Loan, Mortgage Loan, Not Specified, Payday Loan, Personal Loan, and Payday Loan",59,8,11.67,6.0,Standard,1653.18,25.026558595252684,16 Years and 5 Months,Yes,276.25584235056067,35.837611466271895,!@9#%8,397.3072128498341,Poor
425,0x9673,CUS_0x2e79,February,Cruisek,30,670-14-6375,Engineer,35059.2,2653.6,8,6,25,9,"Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Personal Loan, Auto Loan, and Not Specified",29,20,22.42,8.0,Bad,2834.16,28.124757010263053,3 Years and 10 Months,Yes,200.38615492102997,349.7646490280321,Low_spent_Small_value_payments,5.209196050937862,Standard
426,0x147fa,CUS_0x831,May,Stempelh,16_,424-18-8158,Developer,58820.44,4763.703333333334,8,9,24,8,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, Credit-Builder Loan, Not Specified, and Personal Loan",48,19,29.97,9.0,Bad,3984.74,37.05489502761268,9 Years and 5 Months,Yes,280.1873855971326,174.5300696093446,High_spent_Medium_value_payments,271.6528781268562,Poor
427,0x24d5a,CUS_0x269c,May,Fiona Lauu,27,100-45-1929,Teacher,77874.09,6502.5075,8,3,16,2,"Auto Loan, and Debt Consolidation Loan",23,21,12.77,12.0,Standard,127.88,41.118721533067735,30 Years and 1 Months,Yes,99.66772710101324,416.3497410510842,Low_spent_Small_value_payments,424.2332818479025,Standard
428,0x1cf81,CUS_0x648a,August,Alank,20,016-90-7822,Media_Manager,47733.06,3789.755,7,5,31,6,"Not Specified, Debt Consolidation Loan, Auto Loan, Auto Loan, Personal Loan, and Debt Consolidation Loan",61,20,5.1,12.0,Bad,1660.86,38.89672221657936,19 Years and 2 Months,Yes,207.5197164859389,85.05672252797856,High_spent_Medium_value_payments,336.3990609860825,Poor
429,0x1621e,CUS_0x2dc6,January,rian Rohani,45,262-10-1868,Writer,80574.12,6707.509999999998,0,3,4,1,Payday Loan,10,6,2.0,1.0,Good,1142.39,42.08848979582742,29 Years and 8 Months,No,56.99565327963241,425.79437531618777,Low_spent_Medium_value_payments,467.9609714041798,Standard
430,0x23335,CUS_0x5833,August,Jonathanr,42,030-84-1557,_______,20320.175,,4,4,11,0,,1,7,2.77,6.0,Good,270.26,23.13806976916397,22 Years and 10 Months,No,0.0,149.31653199787192,Low_spent_Small_value_payments,307.11825966879474,Standard
431,0x3c7e,CUS_0xb0e4,January,Niak,54,022-68-0160,Media_Manager,43307.12,3864.9266666666663,0,4,12,3_,"Personal Loan, Not Specified, and Payday Loan",3,10,-3.05,4.0,Good,301.82,33.78191186637772,23 Years and 7 Months,No,63.52164946299021,75.72889702682933,High_spent_Medium_value_payments,497.24212017684715,Standard
432,0x1dca7,CUS_0xb59a,February,emir Nickt,29,081-75-4820,Media_Manager,36309.76,3097.813333333333,7,8,16,8,"Home Equity Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, and Home Equity Loan",59,18,8.74,10.0,Bad,1904.87,33.31006637796769,13 Years and 2 Months,Yes,157.66005014985478,263.53523357482953,Low_spent_Large_value_payments,158.58604960864903,Poor
433,0x1a79b,CUS_0x578b,June,"""Johnk",32,995-68-3472,Journalist,8002.575_,644.88125,6,9,29,2,"Not Specified, and Mortgage Loan",21,23,7.51,7.0,Bad,1699.99,31.99799391032364,17 Years and 3 Months,Yes,8.056869187502574,0.0,High_spent_Large_value_payments,288.5036794338853,Standard
434,0x19572,CUS_0x7227,January,Protardf,50,338-77-4181,Writer,19519.66,1400.638333333333,3,3,16,3,"Home Equity Loan, Not Specified, and Not Specified",27,17,5.84,1.0,Standard,529.09,26.898951556051745,31 Years and 8 Months,Yes,45.55741614836241,111.32919181784632,Low_spent_Small_value_payments,273.1772253671246,Standard
435,0x1bddb,CUS_0xad31,February,Grant McCooli,25,769-35-0460,Musician,16043.16,1224.93,4,8,30,6,"Credit-Builder Loan, Payday Loan, Payday Loan, Student Loan, Payday Loan, and Auto Loan",23,20,12.12,7.0,_,2358.91,38.11576422470903,10 Years and 8 Months,Yes,56.53811757765381,105.41115219264752,Low_spent_Small_value_payments,250.54373022969867,Poor
436,0x1055a,CUS_0x9ae,January,Julien Toyerj,33,121-14-9806,Engineer,14093.08,,4,3,22,4,"Payday Loan, Payday Loan, Payday Loan, and Debt Consolidation Loan",25,17,4.3,9.0,Standard,1321.92,33.46836058121766,14 Years and 5 Months,Yes,42.11098304737305,40.38084970459367,Low_spent_Medium_value_payments,322.1505005813666,Poor
437,0xb455,CUS_0xf9e,August,Anirbanj,43,252-30-3555,Teacher,142475.32,12013.943333333336,8,5,11,2,"Mortgage Loan, and Home Equity Loan",23,18,1.65,3.0,_,628.57,42.34432203607079,30 Years and 8 Months,No,124.40000739699708,81.77875327479893,High_spent_Large_value_payments,1235.2155726615374,Standard
438,0x1cc98,CUS_0x1c34,July,Kirstin Ridleyl,26,184-30-9439,Teacher,29987.16,,4,4,3,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",1,3,2.36,1.0,Good,30.53,24.689201455195025,32 Years and 1 Months,No,60.3005356305808,160.03318474112567,High_spent_Small_value_payments,295.4592796282936,Standard
439,0x11814,CUS_0x130b,July,Nicolacib,31,049-83-9018,Writer,79005.0,6860.75,5,7,4827,2,"Not Specified, and Student Loan",11,13,6.74,7.0,Standard,876.69,33.622680262090604,27 Years and 3 Months,No,68.49550493057447,444.40314881314004,Low_spent_Small_value_payments,463.17634625628546,Good
440,0x212d7,CUS_0x88b8,February,Aaron Maashom,53,480-71-9392,Teacher,72363.72,6124.31,5,3,8,3,"Credit-Builder Loan, Mortgage Loan, and Payday Loan",0,0,6.85,7.0,Good,364.45,29.07555149678045,19 Years and 11 Months,No,137.67296575390688,135.58304309306408,High_spent_Medium_value_payments,589.1749911530293,Standard
441,0x86b7,CUS_0x408c,June,Margareti,40,997-04-6413,Journalist,57107.52,4980.96,8,10,17,6,"Auto Loan, Payday Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Not Specified",30,,2.46,7.0,_,2538.7,35.75409080258848,,Yes,154.70805785778015,173.15338189965732,High_spent_Medium_value_payments,420.23456024256257,Poor
442,0x16689,CUS_0x9348,April,Laurence Frosti,19,195-44-0857,Entrepreneur,33189.02,2951.751666666666,7,3,19,3,"Mortgage Loan, Personal Loan, and Payday Loan",19,,10.08,3.0,Standard,209.88,34.002145852037394,23 Years and 1 Months,Yes,63.71641944808476,35.641480039155205,High_spent_Large_value_payments,435.81726717942666,Good
443,0x13339,CUS_0x4394,August,Lez,27,562-18-2327,Scientist,16974.83_,1527.569166666667,3,6,14,5_,"Not Specified, Payday Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",6,17,19.93,8.0,Standard,1426.88,33.040410384267965,,Yes,54.635904118269146,__10000__,Low_spent_Medium_value_payments,335.09121194977496,Poor
444,0x238d5,CUS_0x581e,August,Charlesd,44,690-52-2331,Accountant,59907.78,4851.315,5,3,629,2,"Personal Loan, and Mortgage Loan",31,16,11.23,0.0,Standard,719.35,38.21044254882772,30 Years and 2 Months,No,67.25811455191668,224.93035323277007,High_spent_Small_value_payments,452.94303221531317,Standard
445,0xdf71,CUS_0x9ac5,April,Wachtelk,46,232-20-2845,Lawyer,112423.8_,9485.65,1,3,4,3,"Student Loan, Home Equity Loan, and Payday Loan",4,5,6.04,0.0,Good,655.91,31.52312879217381,27 Years and 0 Months,No,158.47536619351328,339.758151091143,High_spent_Medium_value_payments,700.3314827153438,Standard
446,0x3825,CUS_0x9d7,April,Zahariap,24,239-32-4942,Journalist,7912.495,,9,8,29,6,"Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, and Credit-Builder Loan",45,20,7.69,11.0,_,1494.52,30.23669168432369,10 Years and 11 Months,Yes,23809.0,15.977190131364678,Low_spent_Large_value_payments,267.866859086226,Standard
447,0xf49f,CUS_0x9178,February,Klaymanh,20,820-30-3475,Lawyer,14681.68,1281.4733333333334,6,7,22,6,"Auto Loan, Not Specified, Mortgage Loan, Personal Loan, Home Equity Loan, and Student Loan",30,28,24.52,11.0,Bad,2918.12,33.41858279034541,4 Years and 9 Months,Yes,54.24164510390806,42.126385147029524,High_spent_Small_value_payments,291.77930308239576,Standard
448,0x1c374,CUS_0x4b4,July,Arunai,29,334-73-3962,Engineer,7112.665_,753.7220833333333,9,8,16,6,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Payday Loan, and Home Equity Loan",22,22,27.68,12.0,Bad,4649.87,24.686677006064485,7 Years and 2 Months,Yes,25.96556898583236,15.646944355126081,High_spent_Small_value_payments,293.7596949923749,Standard
449,0x392a,CUS_0x2811,January,Paul Lienertz,35,470-38-8761,Architect,19328.71,1480.7258333333332,3,5,2,2,"Student Loan, and Credit-Builder Loan",7,4,7.27,1.0,Good,160.03,27.509952831723517,16 Years and 8 Months,No,25.87483029223768,193.8435802149884,Low_spent_Small_value_payments,218.3541728261073,Good
450,0x44e6,CUS_0x55b5,May,Viswanatham,31,113-58-6546,Entrepreneur,18793.34,1612.111666666667,0,333,8,2,"Debt Consolidation Loan, and Not Specified",7,6,2.89,1.0,Good,863.66,36.76078222612136,28 Years and 9 Months,NM,27.301337081418172,110.07373064972674,High_spent_Small_value_payments,283.83609893552176,Poor
451,0xd65d,CUS_0x6236,August,Arunai,1418,267-72-4028,Manager,18683.75,,8,8,29,7,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Home Equity Loan, and Not Specified",17,21,20.96,6.0,Bad,3532.63,34.115003305123246,2 Years and 9 Months,Yes,101.06195170075743,177.67743165614402,!@9#%8,193.25853330976528,Poor
